 x, y, yFit
   8.9024213968989362E-003 ,   6.2084166028026502      ,   5.9345307139817347     
   8.9608574661020415E-003 ,   6.1927328686058196      ,   5.9340511032234424     
   9.1403512666513309E-003 ,   6.1516474408098603      ,   5.9325584740982809     
   9.2242612969233532E-003 ,   6.2438820895752603      ,   5.9318506380716300     
   9.3435215477176443E-003 ,   6.3196913361126503      ,   5.9308335761018185     
   9.5096857484538340E-003 ,   6.3837463279038396      ,   5.9293949439526301     
   9.6204270951711877E-003 ,   6.1818198746161697      ,   5.9284222169889418     
   9.6350263574333881E-003 ,   6.2462402701931303      ,   5.9282931487760990     
   9.7779568790114946E-003 ,   6.1804647591031001      ,   5.9270193084822580     
   9.9277293770466749E-003 ,   6.2285240148543002      ,   5.9256645802036410     
   1.0120690890522061E-002 ,   6.1373961098595897      ,   5.9238891768381148     
   1.0238683261111400E-002 ,   6.1295256561950797      ,   5.9227869047913817     
   1.0279970167706451E-002 ,   5.9423827036387999      ,   5.9223982246084841     
   1.0496651604527301E-002 ,   5.9361458588697404      ,   5.9203330192853585     
   1.0547157580930900E-002 ,   5.9505895963475401      ,   5.9198455283842790     
   1.0745245773003370E-002 ,   5.8659577161709802      ,   5.9179112504021987     
   1.0825259735215011E-002 ,   5.8000945719926600      ,   5.9171198615380707     
   1.0992126966468410E-002 ,   5.7901694882285701      ,   5.9154507981988331     
   1.1026910154394489E-002 ,   5.7602643256631003      ,   5.9150997121900577     
   1.1173955070220931E-002 ,   5.6046861134913204      ,   5.9136034177557182     
   1.1187200571304189E-002 ,   5.6708714658161803      ,   5.9134676749608701     
   1.1205696003252689E-002 ,   5.7546467459911304      ,   5.9132778644208006     
   1.1371104571197110E-002 ,   5.6905871313059198      ,   5.9115666048985887     
   1.1422653059310030E-002 ,   5.3307571289358897      ,   5.9110282507582621     
   1.1434709834898960E-002 ,   4.5672713425470004      ,   5.9109019877927871     
   1.1537082266133250E-002 ,   5.3360993667666898      ,   5.9098246178461800     
   1.1570559127394801E-002 ,   5.9563624715853596      ,   5.9094702538598494     
   1.1649347170355951E-002 ,   6.0157208023717397      ,   5.9086322643652363     
   1.1747592883354680E-002 ,   5.8803278137203696      ,   5.9075794770881824     
   1.1806248019119270E-002 ,   5.5534604304351802      ,   5.9069467866003809     
   1.1991335614138969E-002 ,   5.4344749950099498      ,   5.9049299819181211     
   1.2165582810023100E-002 ,   5.5374329048231798      ,   5.9030030915590945     
   1.2166584524968471E-002 ,   5.2240910945709000      ,   5.9029919351736648     
   1.2329148300978150E-002 ,   5.1449926802826100      ,   5.9011694482893304     
   1.2359965813745301E-002 ,   5.8571330841251896      ,   5.9008212745345521     
   1.2365282026226131E-002 ,   5.9316154575726898      ,   5.9007611259859480     
   1.2470214935507731E-002 ,   5.3032062730048297      ,   5.8995686937962599     
   1.2678635762726881E-002 ,   5.9082212093291000      ,   5.8971708899498942     
   1.2867152040809330E-002 ,   6.5623904252812997      ,   5.8949684648187297     
   1.3000173958947290E-002 ,   7.1747717480614899      ,   5.8933951773616418     
   1.3053079948319000E-002 ,   8.5528621689833493      ,   5.8927650302020016     
   1.3162188222485570E-002 ,   10.166139855055400      ,   5.8914575473412185     
   1.3208267648835989E-002 ,   8.0518578580657891      ,   5.8909021554582441     
   1.3400902804591081E-002 ,   7.2157623175790002      ,   5.8885597332044757     
   1.3564829546711619E-002 ,   6.9138349611502203      ,   5.8865402273197454     
   1.3641617610453370E-002 ,   6.7013423860183696      ,   5.8855859599172948     
   1.3814068056939041E-002 ,   6.1058694629120103      ,   5.8834236456497990     
   1.3825460656408269E-002 ,   7.0994888216431304      ,   5.8832798602712515     
   1.3977055581803280E-002 ,   8.4197041632960801      ,   5.8813555487765043     
   1.4048294817062559E-002 ,   7.3005302864888604      ,   5.8804441635987974     
   1.4207504363906481E-002 ,   6.6403648550972596      ,   5.8783909695541023     
   1.4255232697806659E-002 ,   6.4818506887599501      ,   5.8777710496781719     
   1.4461539646094109E-002 ,   6.3569060748025903      ,   5.8750680609133621     
   1.4658434544320630E-002 ,   6.3164869701069897      ,   5.8724530135240816     
   1.4716518127184349E-002 ,   6.2977072183056899      ,   5.8716749860466617     
   1.4897605697483021E-002 ,   6.3772514235624103      ,   5.8692300549783702     
   1.4975369308826670E-002 ,   6.3284935199685703      ,   5.8681711883200744     
   1.5055244326580180E-002 ,   6.2603308707239202      ,   5.8670779758013349     
   1.5204992734354141E-002 ,   6.0983114492798904      ,   5.8650131644836403     
   1.5270195015019980E-002 ,   6.2668690161447396      ,   5.8641078981157957     
   1.5362761059028391E-002 ,   6.5765879230831104      ,   5.8628162338195349     
   1.5459775036638980E-002 ,   6.5583149840906101      ,   5.8614543456070969     
   1.5620406866145560E-002 ,   6.3780474344743601      ,   5.8591810408275897     
   1.5676561963934309E-002 ,   6.2079475353821296      ,   5.8583809255411534     
   1.5695262186768099E-002 ,   6.2220658871975196      ,   5.8581138590584487     
   1.5709058646033482E-002 ,   6.2017933607195701      ,   5.8579166269661371     
   1.5928287341540850E-002 ,   6.6352716259218001      ,   5.8547599574576665     
   1.6085205701618650E-002 ,   6.9637033788892504      ,   5.8524743887451063     
   1.6127926658174811E-002 ,   7.1726182624783901      ,   5.8518483745009551     
   1.6177313204953241E-002 ,   7.9409863050959197      ,   5.8511226762281954     
   1.6229187164223211E-002 ,   9.5719847220132106      ,   5.8503581075841673     
   1.6374872311160010E-002 ,   8.0436945637530499      ,   5.8481981542505359     
   1.6474712172034410E-002 ,   7.3124034308506998      ,   5.8467070965441561     
   1.6506262775385881E-002 ,   6.9938878045119397      ,   5.8462340763569927     
   1.6685793633336381E-002 ,   7.5212068062305102      ,   5.8435257724285741     
   1.6846559553331461E-002 ,   8.5589774880980105      ,   5.8410764535541428     
   1.6884260168272089E-002 ,   7.6091970899752299      ,   5.8404987802206705     
   1.6900070972789991E-002 ,   7.0478749061101196      ,   5.8402561446235826     
   1.6991225903357440E-002 ,   6.8206047268982797      ,   5.8388529758980514     
   1.7120866030907980E-002 ,   7.1882942439308399      ,   5.8368448136283408     
   1.7158697330229549E-002 ,   8.4252290543821093      ,   5.8362560125424974     
   1.7320501288651740E-002 ,   11.155678330680900      ,   5.8337235356154178     
   1.7529332084373180E-002 ,   8.2559962161443803      ,   5.8304210609882841     
   1.7678204974777689E-002 ,   6.0911047269819596      ,   5.8280434290377929     
   1.7783122547764950E-002 ,   4.4672556281259403      ,   5.8263561434871374     
   1.7785776708829651E-002 ,   5.2064706165449701      ,   5.8263133342894342     
   1.7802531421480281E-002 ,   5.5276746711659897      ,   5.8260429537734417     
   1.7894818809563069E-002 ,   5.5605300385143197      ,   5.8245492567396884     
   1.7912620874779621E-002 ,   5.6964405129026003      ,   5.8242602683061211     
   1.7942276676722539E-002 ,   5.6553534418174403      ,   5.8237782378611360     
   1.8102092524849709E-002 ,   5.3900849895469198      ,   5.8211673310980299     
   1.8210816387589701E-002 ,   4.9132802162640701      ,   5.8193783612340511     
   1.8274859580343111E-002 ,   3.8979264937981100      ,   5.8183197493613577     
   1.8298381175064628E-002 ,   4.7521652297567796      ,   5.8179300469623225     
   1.8332961641606711E-002 ,   4.7890048932866396      ,   5.8173562464479183     
   1.8348939652833990E-002 ,   4.1637191188992100      ,   5.8170907678697237     
   1.8477572499063601E-002 ,   5.2185855502067104      ,   5.8149453926461412     
   1.8672015204430192E-002 ,   5.5137278991513003      ,   5.8116750567709143     
   1.8853634172789201E-002 ,   5.5414370714186498      ,   5.8085906829295073     
   1.8960123029356062E-002 ,   5.6288594128491098      ,   5.8067688817206591     
   1.9110310300791768E-002 ,   5.5753213044680701      ,   5.8041827504235695     
   1.9247145945302819E-002 ,   5.8454588334322803      ,   5.8018094835173244     
   1.9299400423890421E-002 ,   5.9123797975988799      ,   5.8008989015148344     
   1.9448079953764890E-002 ,   5.9105939457815202      ,   5.7982950807716733     
   1.9479905116246941E-002 ,   6.0681531338888703      ,   5.7977352397817601     
   1.9552604293334889E-002 ,   6.0301576091382900      ,   5.7964530892500985     
   1.9754917488409161E-002 ,   6.1780176638773296      ,   5.7928609513996676     
   1.9763740848078339E-002 ,   6.3598310748851503      ,   5.7927034844777143     
   1.9827088353709509E-002 ,   6.7631191050193999      ,   5.7915709722901294     
   1.9869757497845818E-002 ,   7.6579233885484603      ,   5.7908061894965179     
   2.0073969115571709E-002 ,   9.6458284669110501      ,   5.7871242334269155     
   2.0191522422013480E-002 ,   7.4544285854916996      ,   5.7849884252873309     
   2.0294883282857470E-002 ,   6.1191610357446304      ,   5.7831006410191925     
   2.0405775386817201E-002 ,   6.1479769905299504      ,   5.7810650788280835     
   2.0461289813373949E-002 ,   6.1471922096982503      ,   5.7800420685834872     
   2.0580450353053479E-002 ,   6.0858218431294304      ,   5.7778372506800171     
   2.0581760821896410E-002 ,   6.0775650331259801      ,   5.7778129353382557     
   2.0759265926162479E-002 ,   5.9979728969661501      ,   5.7745057531851565     
   2.0915192688094119E-002 ,   6.1290813263818000      ,   5.7715782989943900     
   2.0997104820736599E-002 ,   6.1167380402744103      ,   5.7700320847879301     
   2.0999487442866119E-002 ,   6.0961911031051796      ,   5.7699870231825372     
   2.1143837561395991E-002 ,   6.2171012477089604      ,   5.7672479163597981     
   2.1221451766650801E-002 ,   6.2544070086677799      ,   5.7657677802834506     
   2.1353846709903729E-002 ,   6.2621173420423402      ,   5.7632310636310500     
   2.1511713453240482E-002 ,   6.0327046438237097      ,   5.7601867263308151     
   2.1682054102837339E-002 ,   5.7246001347899096      ,   5.7568779831330872     
   2.1693370406747039E-002 ,   5.6008515091096003      ,   5.7566572957071216     
   2.1814940527188520E-002 ,   5.3338482698518899      ,   5.7542795862560840     
   2.1940012371251798E-002 ,   5.3971417722814703      ,   5.7518202550230733     
   2.2138985614680529E-002 ,   5.6724530387099099      ,   5.7478803539403760     
   2.2215118048202670E-002 ,   5.9941244674605203      ,   5.7463639450186701     
   2.2345017980992050E-002 ,   6.3650911094254496      ,   5.7437652338404490     
   2.2522244351986170E-002 ,   6.1025585027663496      ,   5.7401966553705730     
   2.2608207539905570E-002 ,   5.8727885229661503      ,   5.7384561424705982     
   2.2646723516737750E-002 ,   5.7898776934238896      ,   5.7376742729891532     
   2.2651830091842181E-002 ,   5.9090724350079604      ,   5.7375705159060324     
   2.2678518950051619E-002 ,   6.0235030406485404      ,   5.7370278838784596     
   2.2873877025618879E-002 ,   6.2877144805521699      ,   5.7330375667720368     
   2.2996765177531589E-002 ,   6.6173408126412196      ,   5.7305109762113631     
   2.3171539099449610E-002 ,   7.5836258881163401      ,   5.7268956639978672     
   2.3175019443108010E-002 ,   6.0210881222705304      ,   5.7268234093276842     
   2.3298791790547391E-002 ,   5.8362778479200701      ,   5.7242471645061332     
   2.3480628870368621E-002 ,   5.8024015733314096      ,   5.7204389526296051     
   2.3497832105036639E-002 ,   5.6288032914409296      ,   5.7200772257786348     
   2.3698704257015941E-002 ,   5.3337045534614704      ,   5.7158351536473226     
   2.3731426721183179E-002 ,   5.2225255318176496      ,   5.7151409036158718     
   2.3779997111912640E-002 ,   5.5076075959584996      ,   5.7141087630702554     
   2.3883275709952360E-002 ,   5.5782800639926204      ,   5.7119074769410574     
   2.4003839226749809E-002 ,   5.5984332639704997      ,   5.7093264749256001     
   2.4195363144625781E-002 ,   5.3914869138298203      ,   5.7052013573935749     
   2.4391401389999769E-002 ,   5.4736486831885198      ,   5.7009472653988276     
   2.4443541588392521E-002 ,   5.3956587898961104      ,   5.6998104068841933     
   2.4646610236466731E-002 ,   5.2690169096110404      ,   5.6953611245992448     
   2.4829805531489349E-002 ,   5.7127748152603699      ,   5.6913178185346887     
   2.4909075225801790E-002 ,   5.5813617409211398      ,   5.6895596074045613     
   2.5053151344143650E-002 ,   5.3940484752925499      ,   5.6863506215535526     
   2.5146503863387119E-002 ,   5.3507561321046397      ,   5.6842622005382442     
   2.5330273887940270E-002 ,   5.1397035900686303      ,   5.6801299190497172     
   2.5501368607625450E-002 ,   4.8956565494661604      ,   5.6762575341335051     
   2.5561168551630889E-002 ,   4.1962812903494804      ,   5.6748983764711873     
   2.5750575211513201E-002 ,   5.0727899957937996      ,   5.6705739816200627     
   2.5934225027760941E-002 ,   5.3556670491296101      ,   5.6663527807005849     
   2.6032535838002989E-002 ,   5.5275962081232004      ,   5.6640816908024760     
   2.6179783471320491E-002 ,   5.8167792456256597      ,   5.6606652405549518     
   2.6246703039235250E-002 ,   5.6132011025848803      ,   5.6591066814407203     
   2.6337550967722979E-002 ,   5.6730083732833201      ,   5.6569849486000248     
   2.6412260044543980E-002 ,   5.7968711079352602      ,   5.6552350632418502     
   2.6456574041437659E-002 ,   5.8270468458605702      ,   5.6541949501528350     
   2.6487537844004368E-002 ,   5.8221049356842203      ,   5.6534672305520832     
   2.6653738968860200E-002 ,   5.9944416139959902      ,   5.6495477149241999     
   2.6685805256158719E-002 ,   6.1233120324090597      ,   5.6487888964033424     
   2.6882119363462551E-002 ,   6.4869603466525403      ,   5.6441249927298056     
   2.7005560445837899E-002 ,   6.8564386621027396      ,   5.6411762528915794     
   2.7185632054609509E-002 ,   7.5547225960661004      ,   5.6368524654953891     
   2.7261820829359171E-002 ,   6.5191366345307102      ,   5.6350151146006606     
   2.7298403148233941E-002 ,   6.3823104293192996      ,   5.6341312266378516     
   2.7333314375910710E-002 ,   6.2364937263244897      ,   5.6332867006857779     
   2.7480676841911571E-002 ,   5.8357925239883803      ,   5.6297109966077148     
   2.7581980929089811E-002 ,   5.5482461996272399      ,   5.6272426643790379     
   2.7734895858441480E-002 ,   5.1564057302874096      ,   5.6235010530372023     
   2.7893735256934230E-002 ,   4.5655358741648797      ,   5.6195944404989202     
   2.7917642094632340E-002 ,   3.7439535500164598      ,   5.6190046922677226     
   2.8021195207238871E-002 ,   3.0484597238668898      ,   5.6164448517335668     
   2.8114094722679769E-002 ,  0.92797150072772405      ,   5.6141410040893014     
   2.8232820058050358E-002 ,   3.5614581872595799      ,   5.6111865642285554     
   2.8309246426115649E-002 ,   5.0302148783994101      ,   5.6092787130441781     
   2.8416417214756511E-002 ,   5.4993707260827600      ,   5.6065954643389766     
   2.8524540155830679E-002 ,   5.9423308367493499      ,   5.6038790197117141     
   2.8731563202479261E-002 ,   5.6096914419315000      ,   5.5986516543005838     
   2.8941163051658642E-002 ,   5.4581649959333198      ,   5.5933242349174925     
   2.9028868608145821E-002 ,   5.1307418866817596      ,   5.5910845842239922     
   2.9174163674937449E-002 ,   5.0261669090486301      ,   5.5873608054630637     
   2.9213754085287889E-002 ,   5.3182127027827102      ,   5.5863432189232434     
   2.9292474340275008E-002 ,   5.3331929576811401      ,   5.5843161706971731     
   2.9470741589382701E-002 ,   5.2918528784318903      ,   5.5797075397771199     
   2.9493565307209691E-002 ,   5.1082215859552598      ,   5.5791156664417336     
   2.9667612026290442E-002 ,   5.1396035477219097      ,   5.5745886051233082     
   2.9768550166406949E-002 ,   5.0408992197108402      ,   5.5719521245012267     
   2.9870267966162701E-002 ,   4.8008729670145103      ,   5.5692871074069501     
   2.9873125379279018E-002 ,   4.0901952124955496      ,   5.5692121245070272     
   2.9965537964762451E-002 ,   3.9826917871526399      ,   5.5667835912906636     
   3.0039095392545189E-002 ,   4.1999937518513502      ,   5.5648457273534024     
   3.0160635255199780E-002 ,   4.8228407548782304      ,   5.5616343985154248     
   3.0354455552496280E-002 ,   5.0696755309209296      ,   5.5564891496469393     
   3.0382653287670279E-002 ,   5.0280062164510104      ,   5.5557381307977032     
   3.0434323543308921E-002 ,   5.1404233856524097      ,   5.5543603192952844     
   3.0477507357694191E-002 ,   5.2364043893757097      ,   5.5532071902558169     
   3.0690581697923731E-002 ,   5.2345190973081399      ,   5.5474960370097701     
   3.0857112268719070E-002 ,   5.2570923753573604      ,   5.5430076034611773     
   3.0925013972812339E-002 ,   5.3721867999532300      ,   5.5411712356398972     
   3.1096583844297310E-002 ,   5.4331099088695902      ,   5.5365151327053592     
   3.1298766999987432E-002 ,   5.4416742674321297      ,   5.5309987105135860     
   3.1376990359017629E-002 ,   5.3923140197197901      ,   5.5288558854079657     
   3.1593898567017727E-002 ,   5.3302072108045300      ,   5.5228890450700625     
   3.1737470913261567E-002 ,   5.2543130592594700      ,   5.5189194509962221     
   3.1787154548162569E-002 ,   4.9334550052618500      ,   5.5175420342062385     
   3.1915342499047483E-002 ,   4.9974522457688400      ,   5.5139793433599262     
   3.2019650172661097E-002 ,   4.7391333181864104      ,   5.5110709581723558     
   3.2178035493620132E-002 ,   4.6922721493593800      ,   5.5066386495643016     
   3.2313164612780713E-002 ,   5.0998735239121702      ,   5.5028418358423394     
   3.2494732952477470E-002 ,   5.0894875600366998      ,   5.4977180255041116     
   3.2683934059689862E-002 ,   4.9061076272027204      ,   5.4923518357849925     
   3.2794767899417827E-002 ,   4.4510099403781904      ,   5.4891955585929306     
   3.2862900685698901E-002 ,   5.1193658951850898      ,   5.4872506281138715     
   3.2936939083877792E-002 ,   5.2668259185327102      ,   5.4851330832157217     
   3.2962927683232668E-002 ,   5.2129154598669798      ,   5.4843887978327288     
   3.3026161016236760E-002 ,   5.3589815373254899      ,   5.4825757053987658     
   3.3216331820389272E-002 ,   5.3310317713121602      ,   5.4771045148225603     
   3.3423360693317590E-002 ,   5.4625904244886403      ,   5.4711169552975356     
   3.3436681458334311E-002 ,   5.6410953352953701      ,   5.4707305827519033     
   3.3507330855300152E-002 ,   5.6756866512733799      ,   5.4686791206542669     
   3.3716884070474157E-002 ,   5.5328850706867101      ,   5.4625719707454277     
   3.3725188456057022E-002 ,   5.4983487043264399      ,   5.4623292639462431     
   3.3750135099469350E-002 ,   5.4643202594104601      ,   5.4615998503957570     
   3.3889286474021688E-002 ,   5.3682900573057397      ,   5.4575225604988908     
   3.3995431911801689E-002 ,   5.2683005156492904      ,   5.4544025283075381     
   3.4110765650605258E-002 ,   5.1276095996627404      ,   5.4510027636122338     
   3.4226127856551047E-002 ,   4.7999896764541603      ,   5.4475921172442128     
   3.4274997108529583E-002 ,   4.4808041997418799      ,   5.4461442885217632     
   3.4353487810020462E-002 ,   3.4086279680103000      ,   5.4438151134991735     
   3.4399538442017770E-002 ,   2.6876278320346199      ,   5.4424464244417017     
   3.4510975872526287E-002 ,   4.2201007939936899      ,   5.4391277513044987     
   3.4708217347831583E-002 ,   4.8660006563214901      ,   5.4332309293633916     
   3.4911042680395021E-002 ,   5.2683445695658904      ,   5.4271367768966492     
   3.5128750950667822E-002 ,   5.4289065103609104      ,   5.4205612434830748     
   3.5325021906498180E-002 ,   5.5973817562487298      ,   5.4146029138712723     
   3.5491531303347992E-002 ,   5.7196286969264101      ,   5.4095256225288111     
   3.5523506428402761E-002 ,   5.9657937724048198      ,   5.4085482652488075     
   3.5649389941505107E-002 ,   5.9226632111067996      ,   5.4046931238726668     
   3.5675586285965788E-002 ,   5.8007538563132997      ,   5.4038893942489459     
   3.5761950740872683E-002 ,   5.5903790142320098      ,   5.4012360519497182     
   3.5781958910546391E-002 ,   5.5283291419979701      ,   5.4006205617565168     
   3.5941978781217687E-002 ,   5.5977247714536498      ,   5.3956874018366872     
   3.5950000693448732E-002 ,   5.8091707870191396      ,   5.3954396015882953     
   3.5953765782494963E-002 ,   6.4719912621252700      ,   5.3953232800396052     
   3.6083194247424261E-002 ,   7.2347291892235397      ,   5.3913182659263352     
   3.6229237196084528E-002 ,   5.9697485708119000      ,   5.3867843305738745     
   3.6245881955018128E-002 ,   5.8223321384744704      ,   5.3862665951233311     
   3.6446183650570632E-002 ,   5.7897308100320997      ,   5.3800202622287063     
   3.6528102296902072E-002 ,   5.7389256021685497      ,   5.3774571875785213     
   3.6630908559778227E-002 ,   5.7668066822171404      ,   5.3742336323263569     
   3.6729466780891840E-002 ,   5.5591971387861898      ,   5.3711360254995082     
   3.6778601648919697E-002 ,   5.6946987579594399      ,   5.3695891068633461     
   3.6991751991202443E-002 ,   5.6873916876351700      ,   5.3628580983188474     
   3.7010664360814828E-002 ,   5.8266431598846102      ,   5.3622592731875240     
   3.7108710872149182E-002 ,   5.7637641131687598      ,   5.3591506448656627     
   3.7207148090185292E-002 ,   5.6381894249614097      ,   5.3560226071102104     
   3.7219734792102693E-002 ,   5.6192527370812204      ,   5.3556221328498061     
   3.7394325502457762E-002 ,   5.6680403398573498      ,   5.3500552986116574     
   3.7526715274774719E-002 ,   5.6744601185459800      ,   5.3458193432183219     
   3.7720577526776503E-002 ,   5.6620907544044501      ,   5.3395936833689159     
   3.7791834427120939E-002 ,   5.5471978252265002      ,   5.3372985459218860     
   3.7993680982693387E-002 ,   5.4317220750413799      ,   5.3307773873893005     
   3.8000866131965703E-002 ,   5.3844115582693997      ,   5.3305447139693634     
   3.8041642990549740E-002 ,   5.4188256065636002      ,   5.3292235542299036     
   3.8193629167656513E-002 ,   5.3592935566512896      ,   5.3242887456161210     
   3.8294434888682650E-002 ,   5.4209243617042500      ,   5.3210065883767825     
   3.8493093940714707E-002 ,   5.4411332196727900      ,   5.3145171631616268     
   3.8511431673714618E-002 ,   5.7265776203590404      ,   5.3139167216752661     
   3.8705329689743349E-002 ,   5.3099111406633899      ,   5.3075531818525672     
   3.8867290183230957E-002 ,   5.0509272926763504      ,   5.3022173308673750     
   3.9023465223952329E-002 ,   4.4499635533000097      ,   5.2970544813941025     
   3.9065280097605917E-002 ,   4.5684856279164396      ,   5.2956692332519815     
   3.9270952649754803E-002 ,   4.9853580934031596      ,   5.2888377206507720     
   3.9464710517693367E-002 ,   5.0957818065027602      ,   5.2823746991681055     
   3.9475902563012893E-002 ,   5.1071315644808397      ,   5.2820005689702114     
