 -0.1000000000000000E-01 -0.1000000000000000E-01 -0.9998166772496793E-02  0.9994500529144209    
 -0.2000000000000000E-01 -0.2000000000000000E-01 -0.1998533671958937E-01  0.9978008465229480    
 -0.3000000000000000E-01 -0.3000000000000000E-01 -0.2995052571048463E-01  0.9950542846131637    
 -0.4000000000000000E-01 -0.4000000000000000E-01 -0.3988277498745137E-01  0.9912135374714904    
 -0.5000000000000000E-01 -0.5000000000000000E-01 -0.4977116381197336E-01  0.9862830378479109    
 -0.6000000000000000E-01 -0.6000000000000000E-01 -0.5960482206251377E-01  0.9802684753146540    
 -0.7000000000000001E-01 -0.7000000000000001E-01 -0.6937294276786884E-01  0.9731767890269081    
 -0.8000000000000000E-01 -0.8000000000000000E-01 -0.7906479456018109E-01  0.9650161588959061    
 -0.9000000000000000E-01 -0.9000000000000000E-01 -0.8866973403179662E-01  0.9557959951869898    
 -0.1000000000000000     -0.9999999999999999E-01 -0.9817721798028918E-01  0.9455269265575056    
 -0.1100000000000000     -0.1100000000000000     -0.1075768155261324      0.9342207865516065    
 -0.1200000000000000     -0.1200000000000000     -0.1168582200876839      0.9218905985712255    
 -0.1300000000000000     -0.1300000000000000     -0.1260112611983486      0.9085505593446512    
 -0.1400000000000000     -0.1400000000000000     -0.1350259161510128      0.8942160209162628    
 -0.1500000000000000     -0.1500000000000000     -0.1438923214550878      0.8789034711830722    
 -0.1600000000000000     -0.1600000000000000     -0.1526007840917671      0.8626305130057728    
 -0.1700000000000000     -0.1700000000000000     -0.1611417925533896      0.8454158419239977    
 -0.1800000000000000     -0.1800000000000000     -0.1695060276531083      0.8272792225074498    
 -0.1900000000000000     -0.1900000000000000     -0.1776843730913876      0.8082414633764732    
 -0.2000000000000000     -0.2000000000000000     -0.1856679257662012      0.7883243909274898    
 -0.2100000000000000     -0.2100000000000000     -0.1934480058141627      0.7675508218005238    
 -0.2200000000000000     -0.2200000000000001     -0.2010161663702038      0.7459445341277741    
 -0.2300000000000000     -0.2300000000000001     -0.2083642030338114      0.7235302376038741    
 -0.2400000000000000     -0.2400000000000001     -0.2154841630302524      0.7003335424200892    
 -0.2500000000000000     -0.2500000000000001     -0.2223683540556405      0.6763809271062474    
 -0.2600000000000000     -0.2600000000000001     -0.2290093527951503      0.6516997053256802    
 -0.2700000000000000     -0.2700000000000001     -0.2354000131041390      0.6263179916698485    
 -0.2800000000000000     -0.2800000000000001     -0.2415334738424126      0.6002646665006672    
 -0.2900000000000000     -0.2900000000000001     -0.2474031663523587      0.5735693398897951    
 -0.3000000000000000     -0.3000000000000001     -0.2530028215721664      0.5462623147053342    
 -0.3100000000000000     -0.3100000000000001     -0.2583264767758650      0.5183745488974876    
 -0.3200000000000000     -0.3200000000000001     -0.2633684819324323      0.4899376170357385    
