   0.0000000000000000        7.0807792275268246E-109   0.0000000000000000       -2.4202861936828413E-014
   9.7656250000000000E-004   1.8747969235023972E-108   357.08240127472646        1.0658141036401503E-014
   1.9531250000000000E-003   4.9544911809604951E-108   693.32921104265120       -5.4622972811557702E-014
   2.9296875000000000E-003   1.3068192892364309E-107   989.91791396165684        5.0182080713057076E-014
   3.9062500000000000E-003   3.4403581951194471E-107   1231.7816129255352       -8.8817841970012523E-016
   4.8828125000000000E-003   9.0398960457340381E-107   1408.8569457869783       -2.5757174171303632E-014
   5.8593750000000000E-003   2.3707996797841032E-106   1516.6964891073435        3.7303493627405260E-014
   6.8359375000000000E-003   6.2058022495356780E-106   1556.4077318003501        1.5099033134902129E-014
   7.8125000000000000E-003   1.6213346121607222E-105   1533.9832081997858       -2.3092638912203256E-014
   8.7890625000000000E-003   4.2278446861150585E-105   1459.1696153514779       -7.6383344094210770E-014
   9.7656250000000000E-003   1.1003656999962396E-104   1344.0743349921468        7.8159700933611020E-014
   1.0742187500000000E-002   2.8584244168177373E-104   1201.7202077068307       -1.7763568394002505E-014
   1.1718750000000000E-002   7.4111914207380755E-104   1044.7363035693304       -1.4210854715202004E-014
   1.2695312500000000E-002   1.9178780879497170E-103   884.32300760830833        1.7763568394002505E-015
   1.3671875000000000E-002   4.9536533615667206E-103   729.56687959966280       -1.7763568394002505E-015
   1.4648437500000000E-002   1.2770322872362259E-102   587.11774432612140        2.8421709430404007E-014
   1.5625000000000000E-002   3.2858655670226354E-102   461.18818541033897        2.3092638912203256E-014
   1.6601562500000000E-002   8.4385796529185749E-102   353.80073090136375       -4.0856207306205761E-014
   1.7578125000000000E-002   2.1630201532083787E-101   265.19253447948870       -1.2434497875801753E-014
   1.8554687500000000E-002   5.5337995868936714E-101   194.28923791074189        5.1514348342607263E-014
   1.9531250000000000E-002   1.4130513241540984E-100   139.17424212336323       -4.6185277824406512E-014
   2.0507812500000000E-002   3.6013397545224554E-100   97.501042698035675       -7.1054273576010019E-015
   2.1484375000000000E-002   9.1609793235784553E-100   66.819175562879309       -7.1054273576010019E-015
   2.2460937500000000E-002   2.3259017194213655E-099   44.804548495977897        2.6645352591003757E-014
   2.3437500000000000E-002   5.8940316764516425E-099   29.400093974847398       -1.7763568394002505E-014
   2.4414062500000000E-002   1.4907513811876314E-098   18.882003064916294       -7.1054273576010019E-014
   2.5390625000000000E-002   3.7633067916261583E-098   11.870782611407773        2.3092638912203256E-014
   2.6367187500000000E-002   9.4821250197999299E-098   7.3062594017936799        3.5527136788005009E-014
   2.7343750000000000E-002   2.3845881364892269E-097   4.4029326715556492        3.5527136788005009E-015
   2.8320312500000000E-002   5.9853938058869279E-097   2.5981371412953229        6.2172489379008766E-014
   2.9296875000000000E-002   1.4994905384173520E-096   1.5013873732301157       -4.2632564145606011E-014
   3.0273437500000000E-002   3.7494397447783721E-096  0.84970465930293937        1.9539925233402755E-014
   3.1250000000000000E-002   9.3575181167507566E-096  0.47099734191532167        6.1228799808077383E-014
   3.2226562500000000E-002   2.3309160030312270E-095  0.25572427751698323       -1.2778667013435552E-013
   3.3203125000000000E-002   5.7951438339455686E-095  0.13600467924811802        6.4614980033184111E-014
   3.4179687500000000E-002   1.4380482717077045E-094   7.0857734298003475E-002  -3.9523939676655573E-014
